Cheree Hill,date unknown ,,Mpumalanga Women,,,,,
D Hill,date unknown ,,South Western Districts,,,,,
Derek Hill,September 28  1942  Pretoria  Transvaal ,75 years 206 days,North Eastern Transvaal ,,Right-hand bat,,,
Eric G Hill,date unknown ,,Orange Free State,,,,,
Forrest Barry Hill,February 18  1951  Kitwe  Northern Rhodesia ,67 years 63 days,Natal,,Right-hand bat,,Wicketkeeper,
Harry Worthington Hill,May 6  1886  Bloemfontein  Orange Free State ,,Orange Free State,,,,July 12  1950  Bloemfontein  Orange Free State (aged 64 years 67 days) ,
Keith Gordon Hill,February 22  1894  Bloemfontein  Orange Free State ,,Orange Free State,,,,October 24  1961  Pretoria  Transvaal (aged 67 years 244 days) ,
Jens Hillermann,April 2  1991 ,27 years 20 days,,,Left-hand bat,Legbreak,,
Rudi Erwin Hillermann,October 8  1985  Pietermaritzburg ,32 years 196 days,KwaZulu-Natal Inland ,,Right-hand bat,Right-arm fast-medium,Wartburg High School  Maritzburg College,
Rex B Hillier,October 7  1949  Cape Town  Cape Province ,68 years 197 days,South African Universities,,Right-hand bat,,,
Christopher Hilterman,December 20  1946  Singapore ,,Western Province,,Right-hand bat,,June 2  2004  Stellenbosch  Cape Province (aged 57 years 165 days) ,
Arthur Horace Hime,October 4  1871  Bermuda ,,Natal,,,,Wicketkeeper,
