Adeel Akhtar,February 6  1996 ,22 years 75 days,Denmark Under-15s,,,,,
Aftab Ahmed,May 17  1967  Pakistan ,50 years 340 days,Denmark,,Right-hand bat,Right-arm medium,,
Aftab Ahmed,April 22  1990  Denmark ,28 years 0 days,Denmark ,,Right-hand bat,Right-arm medium,,
Fazan Ahmed,date unknown ,,Denmark Under-17s,,,,,
Laraib Aftab Ahmad,October 29  1993 ,24 years 175 days,Denmark Under-19s,,Right-hand bat,Right-arm medium,,
Saif Ali Ahmad,date unknown ,,Denmark Under-19s,,,,,
Saad Hasnaat Ahmad,November 3  1993 ,24 years 170 days,Denmark Under-17s,,Right-hand bat,Right-arm medium,Wicketkeeper,
Ali Imtiaz Ahmed,March 8  1991  Denmark ,27 years 45 days,Denmark Under-13s ,,,,,
Adeem Ali,date unknown ,,Denmark Under-17s,,,,,
Hassanain Ali,date unknown ,,Denmark Under-15s,,,,,
Mohsin Ali,date unknown ,,Denmark Under-19s,,,,,
Ali Ul-Hassan,date unknown ,,Denmark Under-19s,,,,,
Altamish Khan,date unknown ,,Denmark Under-19s,,,,,
